Name,Width,Height,Depth,Artist Name,Country,Price,Category
Buried Diamonds,43.2,20.3,2.5,KATHY FLAMENT,United States,$140,Sculptures
SLAVE 02,5,20,5,Paloma Rodera,Spain,$250,Sculptures
Las llamas del infierno...(limited edition 10 units),47,35,6,Nicolai Lada,,$940,Sculptures
Explanatory,8.9,22.9,0.5,Ariyo Waheed,Nigeria,$580,Sculptures
Nun,38.1,25.4,12.7,Sylviane Selma,France,"$3,910",Sculptures
Caribbean Dusk,22.9,16.5,20.3,Anna M White,United States,"$8,000",Sculptures
Music Box,45.7,106.7,45.7,Tristan Roland,United States,"$8,500",Sculptures
AUX ORIGINES 2,60,170,18,DOMINAULT EVELYNE,France,"$1,410",Sculptures
Rooster,20.3,27.9,20.3,Anna Lambert,Netherlands,$890,Sculptures
Warthog Study,25,15,8,Fred Gordon,United Kingdom,"$5,850",Sculptures
White Sun,79.8,79.8,2,Diana Iancu Torje,France,"$1,900",Sculptures
Maternity,12,38,12,Gegham Abrahamyan,United States,"$5,050",Sculptures
"""Study no.03 (Series Archaic/Modern)""",80,80,2.5,Christoph Robausch,Austria,$640,Sculptures
OUR CHAIRS 2,25.4,27.9,20.1,Andras Bojti,Hungary,"$1,860",Sculptures
Inside His Phone on the Train,45.7,61,25.4,Cory Levy,United States,"$1,470",Sculptures
Color Blast,17.8,17.8,6.3,Olga Skorokhod,United States,$450,Sculptures
Hugs and a Kiss,61,61,7.6,Joan Rosenberg-Dent,United States,"$5,350",Sculptures
Bronze swan,12.7,22.9,10.2,Sara Cambalova,Slovakia,$520,Sculptures
Spring California in Bloom,59.7,154.9,24.9,Maika Design,United States,"$5,800",Sculptures
Balloon Pig,5.5,2.3,3,Haruko Yamada,Japan,$320,Sculptures
Snuggle Stone,17.8,7.6,17.8,Cecilia Plasencia,United States,$165,Sculptures
ceramic object with dots,13.5,18.5,3,elisabeth rollmann,Netherlands,$190,Sculptures
CamRaider,30.5,63.5,20.3,Ken Vrana,United States,"$2,210",Sculptures
ENEMIES,41.9,41.9,2.8,GABY JOSEPHINE,Belgium,$680,Sculptures
Women in rags,22.9,25.4,17.8,Antje den Os,Netherlands,$410,Sculptures
Outer visage,18.1,29.4,4.7,Jan Snegov,Czech Republic,"$1,000",Sculptures
Quantum entanglement,45.7,45.7,45.7,Ivan Butorac,United States,"$14,250",Sculptures
Le prince seduisant,50,33,13,Erwin Bruegger,Switzerland,$310,Sculptures
Bat with Wings at Side,12.7,36.8,10.2,Copper Tritscheller,United States,"$4,210",Sculptures
Filosophical Chair - RC0-0P0,50,80,80,Celino Deira,Portugal,"$8,410",Sculptures
GREEN APPLE SCULPTURE BRONZESCULPTURE BRONZE LIMITED,22.1,22.1,20.6,Ariane Brandt,Germany,$740,Sculptures
Cannon Requiem,30.5,27.9,30.5,Richard Arfsten,United States,"$9,220",Sculptures
Renaceres,16.5,18.8,8.4,Carlos Tabares,Argentina,$225,Sculptures
Sustenance,5.1,43.2,5.1,Karen van Dulmen Krumpelman,,"$1,255",Sculptures
Feelings,35.6,45.7,10.2,Madeleine Corbey,,"$3,950",Sculptures
Arca,34,42,36,Luca Giannini,Italy,"$3,170",Sculptures
Holiday Home,8.4,8.4,6.1,Kate Ive,United Kingdom,"$1,215",Sculptures
DISCONTINUITY,38.1,27.9,15.2,Bob Madden,United States,"$2,150",Sculptures
09-Nov,22,26,23,Nick Bennett,United Kingdom,$283,Sculptures
Remnants,61,76.2,25.4,Jeff Davis,United States,"$4,350",Sculptures
Autumn,27,41,27,Jitka Palmer,United Kingdom,"$1,339",Sculptures
Anne,15,20,10,Martha Todd,United Kingdom,$810,Sculptures
"""Isolta"" ORIGINAL Sculpture",33,58,23,Judith Unger,United States,"$30,750",Sculptures
Veteran,51,31,37,Mārtiņš Rozenfelds,Belgium,"$1,000",Sculptures
TREE,20,23,20,Cynthia Saenz Sancho,Costa Rica,$215,Sculptures
Backbone (Edition of 18),27,74,17,Isla Mackenzie-Doyle,,"$21,290",Sculptures
Family III,195.6,106.7,2.5,Elizabeth Aimee,United States,$960,Sculptures
Hallucinogenic Lover,7,19.7,4.5,Norman Sherfield,United States,$395,Sculptures
Natural resources,61,61,61,Victoria Fuller,United States,"$4,100",Sculptures
Cycus Llamelae,25.4,25.4,25.4,Corrie Bain,United Kingdom,"$1,760",Sculptures
"jaguar pendant carved obsidian rainbow black violet 1.77inches, black feline sculpture fine stone of volcano fire Mexico",4,5,2,Ollin Mexica,Mexico,$170,Sculptures
xxx,38.1,57.1,21.1,Ryszard Ignacy Piotrowski,Poland,"$1,910",Sculptures
"series ""Eternal Darkness - No. 04"" (236x151x6cm)  - PRIVATE COLLECTION",151,236,6,Christoph Robausch,Austria,"$3,600",Sculptures
Mary Queen of Scotland,18,27,15,Lisa Montgomery,United Kingdom,"$1,380",Sculptures
All Hat No Cattle,81.3,40.6,7.6,Mary Jo McGonagle,United States,"$3,200",Sculptures
Bridged Divide,31,36.8,15,Jennyfer Stratman,United States,"$7,900",Sculptures
President Barack H. Obama,6,10.5,5,Bruce Papitto,United States,"$8,500",Sculptures
You Pig,16,19,1,Lorenzo Cereda,Italy,$380,Sculptures
Sir Knight,19.7,22.2,2,Nelson Okoye,United Kingdom,$779,Sculptures
Landscape-House,35.4,23.6,1.6,jaewon choi,South Korea,"$2,990",Sculptures
The Enigma,39.4,51.2,34.3,Krasimir Metodiev,Bulgaria,"$2,910",Sculptures
"Horse's Head ( med-large from the installation ""Acqua"")",24.5,16,5,Mark Aspinall,Italy,"$1,950",Sculptures
Valley girls,20,144,20,Leonard Glasser,United States,"$15,000",Sculptures
Senso,1.6,5.3,1.6,Fran Lores,,$215,Sculptures
BANQUET,27.5,15.7,11.4,Fernando Cardoso,Brazil,"$3,450",Sculptures
Big Red Dumpling Sculpture,50,50,50,Brian Zheng,United States,"$8,750",Sculptures
Penicillin,17,24,15,Curtis Frederick,United States,"$3,390",Sculptures
East,24,9,5.9,Sejben Lajos,Hungary,"$2,010",Sculptures
The Bow,20,108,27,Monika Kaden,United States,"$33,000",Sculptures
Mask knocker on the door,17.3,18.1,3.5,Remigiusz Dulko,Poland,"$1,460",Sculptures
Akeda (Offering of Isaac) III,17,17,6,Bezalel Levy,United States,"$1,300",Sculptures
Atypical - Abstract Sculpture Maquette,12,10,8,Richard Arfsten,United States,"$17,250",Sculptures
Man Running III,27,16,15,Burton Blistein,,"$20,750",Sculptures
"Jaula III - ""Palenque""",5.1,9.8,6.3,Raúl Pérez Fernández,Uruguay,$710,Sculptures
HUGGING FRIENDS,12,16,11,Celia Zusman,United States,"$4,550",Sculptures
Old Bride,14,28,9,Cornelia Jensen,United States,"$1,170",Sculptures
Elduende #4,36,30,8,Ingeborg Vriends - van der Steijn,,"$1,520",Sculptures
Meeting of animals in the plain,17.7,11.8,0.4,Eustaquio Carrasco,Spain,"$9,995",Sculptures
Piccola strada al chiaro di luna,9.8,17.9,0.4,Ilario Massetti,Italy,$430,Sculptures
Deer,6,17,12,Susan Karnet,United States,"$2,170",Sculptures
hotplate,18.5,18.5,3.9,Berthold Hoffmann,Germany,"$2,070",Sculptures
09080confidence,35.4,29.9,11.8,Artist Foureightoseventhree,Netherlands,"$3,106",Sculptures
Flow Pot.,14,4,3,John Holt,,$610,Sculptures
Diana,17.7,41.3,9.8,Brent Cairns,New Zealand,"$2,220",Sculptures
poliranchouchirino,14.6,17.7,3.9,carlos qintana,Venezuela,"$2,210",Sculptures
Micromundo VI,3.9,3.9,3.9,Beatriz Valiente,Spain,$355,Sculptures
Open Plan,8.2,5,6.2,Gintare Ulyte,United Kingdom,$994,Sculptures
Y-HEAD Wood 96,10.2,37.8,10.2,Hans-Joachim C Paul,Germany,"$3,170",Sculptures
"INTERACTIVE MOBILE 0155, position A",39.4,13.8,2,Manuel Izquierdo,Spain,"$2,310",Sculptures
Manimal (unique piece),8.7,15.4,3.9,Yvan Tostain,France,"$2,510",Sculptures
bólido 1,2,2,1.2,Sergio Scazufca,Brazil,$240,Sculptures
Sunflower,18,18,18,Elizabeth Miller Mccue,United States,"$1,710",Sculptures
GREAT DREAMING,42,30,3,Rudy SchneeWeiss,Canada,"$16,750",Sculptures
Cake Picasso,13,13,13,Noi Volkov,United States,"$2,670",Sculptures
TORSO,5.5,11.4,1.2,Marie Šeborová Seborova,Czech Republic,"$1,660",Sculptures
Bear Heart,18,27,28,Darin White,United States,"$8,000",Sculptures
selfportrait,8.7,13.8,6.7,Ismet Jonuzi,Kosovo,"$5,450",Sculptures
Sheep Herd,12.2,6.7,25.6,Dan Vaspi,Israel,"$5,340",Sculptures
MAGIC LAMP,2.8,4.7,7.9,art reserve,Spain,$170,Sculptures
The Woman,15,29.5,10.6,Şükrü Aslan,Turkey,"$2,975",Sculptures
Endless Story,56.7,61,42.1,W A Stanggaßinger,Germany,"$16,200",Sculptures
Step of time,12.2,21.3,14.2,antonio mele,Italy,"$2,070",Sculptures
Box 2,24,22,8,Janet Goldner,United States,"$3,350",Sculptures
Refraction,4.5,12,6,Alicia Hunter,Canada,"$1,630",Sculptures
Matongué exponencial,39.4,39.4,1.2,Juana Guaraglia,Uruguay,"$9,900",Sculptures
Ballerini,11.8,48.8,7.9,Ionel Alexandrescu,Italy,"$8,910",Sculptures
Evocative I,40.6,40.6,3.5,LetovBarski ArtLab,Estonia,"$2,990",Sculptures
Yoki (Sriyantra),39.4,39.4,5.9,Raymond Essayan,,"$11,350",Sculptures
Soldado,5.5,13.8,3.5,maria gonzalez,Colombia,"$1,500",Sculptures
"""Talking Heads VII""",7.1,13.4,4.3,Ognyan Chitakov,Bulgaria,"$1,710",Sculptures
Far out,7.9,11.4,5.9,Lamia Fakhoury,Jordan,"$3,670",Sculptures
Alien Skull,4.7,7.1,4.3,Nelli Horrigan,Australia,$520,Sculptures
"""V""",15.7,12.2,3.1,Ognyan Chitakov,Bulgaria,"$1,050",Sculptures
Spiral wood,3.1,12.2,2.8,Wichert van Engelen,Netherlands,$575,Sculptures
"Karen Axikyan/Declension (41x27x18cm 5.2kg iron, tufa)",10.6,16.1,18.9,Narinart Armgallery,Armenia,"$1,620",Sculptures
Head in brass with patina,2.8,2.6,1,Michalis Kevgas,Greece,$530,Sculptures
Mr. Moon,5,10,10,Mehmet Erin Yeşildere,,"$1,150",Sculptures
Earth Tones,45,22,1.5,Richard Rizzolo,United States,"$3,203",Sculptures
SPUNKY LITTLE HORSE,13,15,7,Patricia Gibson,United States,"$1,470",Sculptures
Ferite nel legno,10.6,27.6,6.3,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$382,Sculptures
Autumn Gold,9,12,9,Jeffrey Siegel,United States,$755,Sculptures
"""The Inner Castle""",5.4,13.4,6.3,Nicolas-Pierre Réveillard,France,"$2,910",Sculptures
WTF no 5 Sceredy Kat,6,16,4,Andru Fijalkowski,United Kingdom,"$1,380",Sculptures
Les chroniques d'Anna D30  140222,11,10.2,11,Eric Pottier,France,"$1,030",Sculptures
"Wind, Water and the Moon",11,24,11,Sarah Wandrey,United States,"$10,950",Sculptures
TURQUOISE TARA,8.5,13,7.5,Ruby Lee,United States,"$10,850",Sculptures
Legal Speak,8,8,5,Richard Arfsten,United States,"$5,850",Sculptures
Bitty Buddha,5,6,5,Mary Terhune,,$545,Sculptures
Live Edge Elm Bowl,14.4,20.5,10,Greg Trumbley,,"$1,560",Sculptures
Back.,7.9,12.8,4.7,Elīna Lazdiņa,Latvia,"$3,875",Sculptures
nomogram II,21.7,33.5,0.4,Zalo Kappa,Spain,$760,Sculptures
Mauna Kea Coast,6,4.5,1.5,Sculptures by Siro',United States,$560,Sculptures
"Cocoon (No. 6, moth/ Lepidoptera)",1.2,0.8,0.2,Kim Gromoll,Netherlands,$353,Sculptures
SURF ON THE BEACH,4.3,19.7,4.3,Jean-Pierre DESPREZ,France,$950,Sculptures
"Karen Axikyan/Competitions until the end (42x24x26 3kg iron, tufa)",9.4,16.5,10.2,Narinart Armgallery,Armenia,"$1,910",Sculptures
Crushed Marshall Amp,5.9,11.8,5.9,Norman Gekko,France,"$1,330",Sculptures
Gekko Gift Boxx,2.8,5.1,2.8,Norman Gekko,France,$960,Sculptures
Purple peanut cell,12.6,9.1,8.7,jaewon kim,South Korea,"$4,270",Sculptures
"B-Note ,  burnt  and glazed",3.9,9.1,0.3,Markus Nieden,Germany,$580,Sculptures
The Punk Girl,5.5,25.6,3.9,David Sànchez Leòn,Spain,$280,Sculptures
"""Inside Out""",14.6,8.3,7.5,Ognyan Chitakov,Bulgaria,"$1,500",Sculptures
Klotz 01,9.1,13,4.5,maria-josephin hagewald,Germany,$180,Sculptures
"Fly, my love",2.4,6.3,1.6,Anna Andreadi,Greece,$370,Sculptures
The Wedding #1,18.7,18.5,1.6,Monica Luza-Windolph,Germany,"$1,260",Sculptures
"""Boxing Helena""",9.8,9.8,9.8,Kristina Yosifova-Gschaider,Bulgaria,"$3,770",Sculptures
ROSIE a doll pendant,6,7,1,Elena Mary Siff,United States,$135,Sculptures
Tabletop Joe,22,41,27,Roger Golden,Canada,"$3,825",Sculptures
Sweet Dreams #6,15,9,9,Joe Pinkelman,,$165,Sculptures
4 Cars in cement #5,6.3,3.1,2.8,Paslier Morgan,France,$260,Sculptures
Nike Se-Adidas No,10,30,26,Ken Vrana,United States,"$9,600",Sculptures
bunch of nutrition,12,9,1,Priyanka sagar,India,$395,Sculptures
"Karen Axikyan/Vase (35x20x20 2.7kg iron, glass)",7.9,13.8,7.9,Narinart Armgallery,Armenia,$790,Sculptures
SAME SAME | DESPITE DIFFERENT SEXUAL ORIENTATIONS L. E. N° 1|5,13.4,17.3,2,Anita Steinwidder,Austria,"$1,020",Sculptures
Kleinod no.3,4.5,2.4,2.8,Larissa Lae,Germany,$480,Sculptures
Mahogany Caballero,26,34,13,Stan Johnson,,"$9,000",Sculptures
Gekko Gift Boxx,7,13,7,Norman Gekko,France,$960,Sculptures
Purple peanut cell,32,23,22,jaewon kim,South Korea,"$4,270",Sculptures
"B-Note ,  burnt  and glazed",10,23,0.8,Markus Nieden,Germany,$580,Sculptures
The Punk Girl,14,65,10,David Sànchez Leòn,Spain,$280,Sculptures
"""Inside Out""",37,21,19,Ognyan Chitakov,Bulgaria,"$1,500",Sculptures
Klotz 01,23,33,11.5,maria-josephin hagewald,Germany,$180,Sculptures
"Fly, my love",6,16,4,Anna Andreadi,Greece,$370,Sculptures
The Wedding #1,47.5,47,4.1,Monica Luza-Windolph,Germany,"$1,260",Sculptures
"""Boxing Helena""",25,25,25,Kristina Yosifova-Gschaider,Bulgaria,"$3,770",Sculptures
ROSIE a doll pendant,15.2,17.8,2.5,Elena Mary Siff,United States,$135,Sculptures
Tabletop Joe,55.9,104.1,68.6,Roger Golden,Canada,"$3,825",Sculptures
Sweet Dreams #6,38.1,22.9,22.9,Joe Pinkelman,,$165,Sculptures
4 Cars in cement #5,16,8,7,Paslier Morgan,France,$260,Sculptures
Nike Se-Adidas No,25.4,76.2,66,Ken Vrana,United States,"$9,600",Sculptures
bunch of nutrition,30.5,22.9,2.5,Priyanka sagar,India,$395,Sculptures
"Karen Axikyan/Vase (35x20x20 2.7kg iron, glass)",20,35,20,Narinart Armgallery,Armenia,$790,Sculptures
SAME SAME | DESPITE DIFFERENT SEXUAL ORIENTATIONS L. E. N° 1|5,34,44,5,Anita Steinwidder,Austria,"$1,020",Sculptures
Kleinod no.3,11.5,6,7,Larissa Lae,Germany,$480,Sculptures
Mahogany Caballero,66,86.4,33,Stan Johnson,,"$9,000",Sculptures
Skull No7,15,28,19,Thuy Nguyen Thu,Vietnam,"$2,990",Sculptures
Day Dream,40.6,40.6,0.1,Carrie Sullivan,United States,$380,Sculptures
"Dana Naumann -- ""Anne's Room""  (Anne Frank)",101.6,71.1,0.1,Johnes Ruta  AzothGallery,,"$22,750",Sculptures
One of a Kind,15.2,15.2,76.2,Geoff Parker,Vietnam,"$13,000",Sculptures
"Dana Naumann - ""Deportation""",76.2,76.2,12.7,Johnes Ruta  AzothGallery,,"$13,750",Sculptures
Yack Yack,20.3,33,0.1,Richard Arfsten,United States,"$1,300",Sculptures
Glass Vase for flowers-Master Aging Effect Art,15.2,27.9,15.2,Gonos Georgios,Romania,$210,Sculptures
deux danseuses dans cercle « envol »,34,34,0.1,Liliane Danino,Israel,"$3,175",Sculptures
Sculpture 54,15,25,0.1,Pietro Spirito,Italy,"$1,140",Sculptures
Squid,9,37,5,Anilag Yukova,Germany,$220,Sculptures
Four Bones And A Sphere,10.2,15.2,0.1,Bill Enck,United States,$520,Sculptures
Supermind,14,45,20,Andrea Bucci,Italy,"$2,160",Sculptures
Pleasure,13,47,13,Ladyit-Roberta Barlati,Italy,$610,Sculptures
Deck Seven 2018,20.3,76.2,0.1,Chip Herwegh,,$910,Sculptures
INFINITY II,100,100,7,Alex Knapic,Croatia,"$19,900",Sculptures
Snake,4,11,4,Antonino Siragusa,Italy,$360,Sculptures
Bud (Chestnut),10.8,2.3,0.1,Mariann Leuenberger,,$170,Sculptures
Pearl 5,54,197,0.1,Petro Hrytsiuk,Ukraine,"$3,180",Sculptures
"""Care"" - pencils on natural limestone with gold leaf accent | Unique pencil drawing on stone| Monochrome realism art",37.5,69,10,Hristina-Heli Stoycheva,,"$13,000",Sculptures
Star,96.5,40.6,10.2,Ellen Schifffman,United States,"$2,270",Sculptures
FELINA,45,153,60,Stefano Mazzolini,Italy,"$4,050",Sculptures
Rainbow Revolver,110,70.1,35,Lea Poncharal,France,"$12,100",Sculptures
Coral,30,13,21.1,Guilherme Baglioni,Brazil,$180,Sculptures
Specious Sediment 6,27.9,30.5,8.9,Shilouh Griffin,United States,$345,Sculptures
Sculptural 18th Century Italian Crucifix with Sunrays on Calcite Crystal,35.6,72.4,15.2,Jean Barlow,United States,"$5,850",Sculptures
Large Cubic Green Llama,13.5,16.2,7,Jesus Valencia,Chile,"$2,440",Sculptures
Oh Deer...,18,17,7.8,Marianne van der Bolt,Netherlands,"$1,660",Sculptures
Il Dono,166,180,3.5,Patrizia Benedetta Fratus,Italy,"$6,350",Sculptures
Hi Five,45.7,45.7,20.3,Mike Byrne,United States,$295,Sculptures
relaxed and easygoing,12,12,10,Leticia Beatriz Sansores Lopez,Germany,"$1,040",Sculptures
Gold circle - Sculpture,100,100,0.3,NYWA ART PROJECT,,"$3,770",Sculptures
SEEDPODS OF MY white LIFE,33,40,24.7,Marga de la Llana,Spain,$860,Sculptures
BLABLA Sculptur Color Green,42,47,17,Francesco Alpigiano,Italy,"$4,650",Sculptures
Golden Disc,80,80,1.8,Tom Charly Biegler,Austria,"$3,620",Sculptures
Football with Stars,25,25,25,Djordje Aralica,Serbia,"$5,350",Sculptures
Bridge of Moons,111.8,33,12.7,Jay Roma Lamb,Canada,"$3,710",Sculptures
"""Sailboat""",55,77,15,Rasho Mitev,Bulgaria,"$3,400",Sculptures
Can Anybody Fly This Thing?,68,21,1.5,Natalie Corman,Switzerland,$320,Sculptures
Confetti,61,61,6.3,David J Robertson,United States,"$1,720",Sculptures
She Is Fierce,3.8,7.6,7.6,Moonpie Suzi,United States,"$3,210",Sculptures
C bronze,32,88,25,Nicolas Desbons,France,"$9,500",Sculptures
man in the woods,38.9,65.8,9,dror gil,Israel,"$5,540",Sculptures
NINOTS - XI,24,55,27,David Sànchez Leòn,Spain,$260,Sculptures
Aleph Kaf Aleph- DNA of the Soul,18,18,4,Linda Saskia Menczel,,$940,Sculptures
"""Golden Child""",45.7,68.6,20.3,John Cutrone,United States,"$16,250",Sculptures
souls,15,12,12,Federica Petri,Italy,"$2,970",Sculptures
Cones,12.7,27.9,2.5,Elizar Milev,Bulgaria,$580,Sculptures
Girl in the Wind wire wall art #7258,25.4,61,5.1,Bart Soutendijk,United States,$565,Sculptures
Virus 2,50,60,12,Sławomir Golonko,Poland,"$1,810",Sculptures
Rusty Rays,63.5,40.6,50.8,John Wilchynski,United States,"$2,110",Sculptures
one love,30.5,20.3,10.2,pierre jorsin,France,$340,Sculptures
Here's Looking At You,130.8,63.5,5.1,Preston M Smith PMS,United States,"$1,270",Sculptures
3-D victor V,35.6,66,5.1,bob bradford,United States,$565,Sculptures
"""The memory white""",17,10,14,Alicia Cittadini,,$580,Sculptures
Hold On To Each Other,42,80,5,Samuel Deacon,United Kingdom,"$2,140",Sculptures
MOVING FORWARD,22.9,66,20.3,Ania Modzelewski,United States,"$6,550",Sculptures
"""Red/Black/Yellow Crazy Quilt"" Wall Sculpture",30.5,25.4,5.1,Mark Lightfoot,United States,$395,Sculptures
Parted Lips in metallic gold,38.1,38.1,11.4,Farnaz Harouni,,"$3,610",Sculptures
ipsum,27,63,27,Inaki San,Spain,"$2,670",Sculptures
waiting for a star to fall,29,59,21,Violeta Vollmer,Germany,"$2,970",Sculptures
Quadrivium,7.6,10.2,5.1,Ian Smith,United States,$135,Sculptures
Holopherne's CRY,24,23.1,14,Martin Mangelinck,Belgium,"$5,000",Sculptures
Aqueous,7.6,7.6,7.6,Ian Smith,United States,$135,Sculptures
Univers de Ruines (Universe of Ruins) VII,20,20,20,Helene Cohen Solal,France,"$4,950",Sculptures
ALPHABET LAME yellow + orange,61,41,1.5,Francesco Alpigiano,Italy,"$2,210",Sculptures
Abe,35.6,25.4,15.2,Bob Madden,United States,$565,Sculptures
Copper fire round plate,61,61,1.5,Manuela Kagerbauer,United Kingdom,$190,Sculptures
sculptural plat by Otar Sharabidze,26,34,6,omer gunes,Turkey,$970,Sculptures
Daba Ignis - Sculptural Chair,50,104,57,Marko Milic,Croatia,"$1,570",Sculptures
COLLISION,30.5,45.7,1.9,Joel Douek,United States,$815,Sculptures
the kiss of the dragon,79,33,27,Ranulf Streuff,Germany,"$6,750",Sculptures
Night Jar,10,24,10,May Ray,United Kingdom,$490,Sculptures
Hummingbird,29.9,35.6,1.3,Joe Jumalon,,$851,Sculptures
hammerhead shark 2016,66,17,22.1,Sven Bergholz,Germany,"$19,000",Sculptures
The Siren,15,64,15,Ahmed Borai,Germany,$600,Sculptures
Cloning,22.9,27.9,10.2,Richard Arfsten,United States,"$7,900",Sculptures
Naked lace,35,75,22,Nicolas Desbons,France,"$4,650",Sculptures
5,44.5,61,5.1,william delaney,United States,$825,Sculptures
Square Universe,50.8,50.8,6.3,Maria Bouquet,Argentina,"$2,170",Sculptures
Bones & Thrones #2,15.2,15.2,15.2,Nancy Lew Lee,United States,$345,Sculptures
Untitled Pink Object,12.7,11.4,12.7,Caroline Wayne,United States,"$1,080",Sculptures
Chicago Goddess,4,15,5,Boruch Lev,United States,"$1,150",Sculptures
Eruption,6.5,7,2.3,Denise Zakula,United States,$290,Sculptures
Radieuse,16,16,12,Veronique Harris,United States,"$1,145",Sculptures
Feather,4,15,4,Sara Cambalova,Slovakia,$530,Sculptures
"Metallized, 1/1, Unique Custom Made Metal Sculpture 150 x 100 cm",59.1,39.4,13,FERFERRO TM,Netherlands,"$9,600",Sculptures
Aquarium I,27,13,3,Camey McGilvray,United States,"$4,550",Sculptures
ACCIDENT,20.5,16.5,3,GABY JOSEPHINE,Belgium,$690,Sculptures
Archaic Horse,16,18,4,James Connolly,,"$2,190",Sculptures
Electra,15,17,15,Stanimir Enchev,Bulgaria,$560,Sculptures
EarthScape II,24,24,2.5,Michele Morata,United States,"$2,910",Sculptures
Board Object,30,32,1.2,Klaus Schroeder,Germany,"$3,090",Sculptures
Lion King,25,30,20,PATRICK GOMIS,France,"$1,410",Sculptures
"ICE 7 gold,/3 Dimensional Sculpture",39.4,39.4,2,ANDREA PALLANG,Slovakia,"$10,000",Sculptures
Greek Virtue,7.9,13,3.9,Dick Martin,United Kingdom,$285,Sculptures
Black Bird Grand Migration,16,13,18,Richard Arfsten,United States,"$9,580",Sculptures
'Sonic map',24.2,24.2,0.6,Tim Cunliffe,United Kingdom,"$3,900",Sculptures
Helmet (1) To Fly,19.7,13.8,9.8,Sofia Buxo,Spain,$985,Sculptures
homemaker in the making,3,10,3,Stephanie Eti Hadad,United States,$190,Sculptures
Whirling Dervish,14,14,14,cindy ingraham keefer,United States,"$3,810",Sculptures
Cosmic Portal Shrine,14,19,7,Richard Arfsten,United States,"$9,900",Sculptures
Big Horus is watching!!!,75,75,11,fran rosini,Costa Rica,"$3,910",Sculptures
Glenda The Magic Good Witch,7,17,8,Richard Arfsten,United States,"$18,950",Sculptures
Our Neighbour's Retired,5.5,13,7.1,Kerry Cannon,Australia,"$1,800",Sculptures
Pineapple cut in two,2,4,0.1,Sanne Bernhart,Netherlands,"$2,160",Sculptures
Boatswain,14,30,11,Jerry Atkins,United States,"$9,600",Sculptures
Existence in the Nature- 5,10,22,10,Ashim Halder Sagor,Bangladesh,"$1,520",Sculptures
STORM,22,27,7,Chaim Bezalel,United States,"$1,510",Sculptures
the kiss,9.1,7.9,9.8,Attilio Calloni,Italy,"$2,510",Sculptures
No Exit,16,13.8,0.5,Victoria Fuller,United States,$895,Sculptures
In yorself,8.7,13,3.1,Nikolay Tsvet,Bulgaria,"$2,970",Sculptures
Man with Child,9,15,9.5,Ahchipaptunhe DH,United States,$800,Sculptures
The Eye Pyramid,13.4,13.4,13.4,Linda Saskia Menczel,,"$3,670",Sculptures
Mikado - Juego de Palitos Chinos,17.3,17.3,1.2,Alberto Gonzalez Vivo,Argentina,"$2,560",Sculptures
In the eyes of the beholder Z,5.5,20,5.5,Emmanuel Ami Carmi,,"$11,000",Sculptures
serial killer,12.8,32.5,8.1,Alvaro Raposo,Portugal,"$1,710",Sculptures
Horse sculpture  with mosaic stones,15.7,9.8,7.9,Evita k,Greece,$960,Sculptures
Cat and Bird,13,25.2,13.8,Longfang Chiang,Taiwan,"$4,850",Sculptures
810,18.1,11.4,15,UI Benz,Cambodia,"$5,250",Sculptures
In The Dark,16,40,16,Jacques Dhont,South Africa,"$11,230",Sculptures
809,17.7,28.7,16.5,UI Benz,Cambodia,"$5,850",Sculptures
"""Mirrored Body""",15.7,28.7,9.8,Amanda H Crazy,Germany,"$1,710",Sculptures
"""MONIMUS III - Series: Rising Spring""",8.3,98.4,8.7,Christoph Robausch,Austria,"$2,760",Sculptures
Superhero Need a Vacation,5.9,9.8,24.8,Catur S Kurniawan,Indonesia,"$1,410",Sculptures
Aquatic Microbial Cells #3,7.9,7.9,1.2,Fulvio Celico,Italy,$250,Sculptures
Various animals,5.9,1.2,5.9,Eustaquio Carrasco,Spain,$580,Sculptures
Nativity,13.8,9.8,7.9,Attilio Geva,Italy,"$5,450",Sculptures
Salvatore Mundi Lot#9B,21,21,5,Jim Richards,Canada,"$1,010",Sculptures
Heavenly fishing,15.7,27.5,5.9,Csanad Beretvas,Hungary,"$4,950",Sculptures
Carrara,12,24,12,Francis Fox,United States,"$12,750",Sculptures
Hand Painted Military Stauary,9,19,15,Alexandra Underwood,United States,$480,Sculptures
BUZZ,7,21,9.1,bela bacsi,United States,"$36,750",Sculptures
Formina,4,6,4,Jennifer Langhammer,United States,$445,Sculptures
GIRL,5.9,21.7,5.1,Eduart Karaj,Albania,$510,Sculptures
Boat Isomer,9.1,8.3,5.5,Briony Marshall,United Kingdom,"$4,370",Sculptures
FLUXES CHROME MOTHER HEART ANTENNA,47.2,82.7,51.2,Marco Tulio Guajardo,Mexico,"$9,000",Sculptures
Sculpture animals,54,69,40,Guido rigters,Netherlands,"$51,000",Sculptures
Amelia,9,40,9,Gerhard van Niekerk,South Africa,"$2,525",Sculptures
Waterline,20,40,5,Jonet Harley-Peters,United Kingdom,"$1,350",Sculptures
PRIMAVERA,46,134,12,MARTA SANTOS,France,"$6,100",Sculptures
Ring Collection,59.1,35.4,31.5,Giancarlo Zema,Italy,"$4,910",Sculptures
Hawksnest Guitar,24,36,4,Michelle Gilman,United States,"$1,120",Sculptures
Solar galaxy,15.7,15.7,6.3,Lucie Martineau,Canada,$350,Sculptures
