Name,Width,Height,Depth,Painter,Country,Price,Category
Maguey plant on red background,50,50,2,Christophe Carlier,Mexico,"$1,040",Paintings
Abstract Sunrise No. 7,140,140,2,Doncho Zahariev,Bulgaria,"$10,925",Paintings
New York at night IV,73,60,2,Alex Hook Krioutchkov,Spain,"$1,579",Paintings
Our Journey,233,147,4,Belinda Nadwie,Australia,"$3,340",Paintings
The Tourists,130,170,3,Paul Wright,United Kingdom,"$16,110",Paintings
Vakz,150,200,4,Gábor Szűcs,Slovakia,"$11,000",Paintings
THERE'S SOMETHING IN THE AIR,70,100,2,db Waterman,Netherlands,"$3,770",Paintings
Welcome Home III,60,50,3.8,Beate Garding Schubert,Germany,$820,Paintings
First To Admit It,61,61,3.8,Jacquie Gouveia,United States,$800,Paintings
Blue Bay | Tiger Bay Light,50,50,2,Yuliya Martynova,United Kingdom,$940,Paintings
Contemporary Landscape 108. Green and Yellow.,50.8,40.6,2.5,Olga Hotujac,United States,$500,Paintings
Summer Day Walk,17.8,22.9,1.3,Kerry Milligan,Canada,$250,Paintings
Couple,76.2,76.2,5.1,Bo Kravchenko,United States,"$1,090",Paintings
Australes,120,80,2,Jeremie Rodrigues,France,"$2,230",Paintings
UNTITLED Portrait work,37.9,45.5,2.5,Tomoya Nakano,Japan,"$1,303",Paintings
Yellow Wind,259.1,193.8,4.1,HYUNJU KIM,South Korea,"$14,500",Paintings
Soul education,100,120,4,Carolina Alotus,Cyprus,"$1,900",Paintings
Aspen,92.7,113,2.5,Vahe Yeremyan,United States,"$2,600",Paintings
Landscape Brush Painting of Four Seasons,41,41,2,Fiona Sheng,Belgium,"$1,358",Paintings
#PAPER 12.09.2021,69,75,0.1,Stephane Villafane,Spain,"$2,400",Paintings
The Bathers,121.9,152.4,5.1,Anna Wehrwein,United States,"$5,350",Paintings
Before Lunch,20,20,0.2,Sheila Chapman,United Kingdom,$200,Paintings
British’s scenery # lV,94.7,48.5,0.3,Rodrigue Semabia,United States,$384,Paintings
Composition 16,210,210,3,Yohanan Delaunay-Israel,Israel,"$6,430",Paintings
Measuring Balls,45.7,45.7,0.3,Cynthia Coldren,United States,$815,Paintings
Breathing,70,70,2,Jelena Antic,Iceland,$950,Paintings
This Is Real Life?,35.6,40.6,2.5,Preston M Smith PMS,United States,$390,Paintings
Words from the Moon,64.8,76.2,2,Sebastian Alsfeld,China,"$1,307",Paintings
My friends in the Jungle,59,84,0.1,Chinwe Russell,United Kingdom,$590,Paintings
The tomato and the pink.,109,126,0.3,Daniel Malta,Brazil,"$1,910",Paintings
Journey to yellow...,100,100,2,Nusret Aktay,Turkey,"$1,450",Paintings
Here Again,48.3,30.5,3.8,Tania Alvarez,United States,"$1,700",Paintings
Silhouette,100.1,139.9,2,Bettina Dyhringer,Germany,"$4,700",Paintings
I Want Bobby,35,45,3.6,zena blackwell,United Kingdom,"$1,380",Paintings
Premiere,137.2,94,0.1,Brad Nuorala,United States,"$3,710",Paintings
Melted Rainbow,160,80,4,SOOS TIBERIU,Romania,"$1,550",Paintings
Summe Love,50,60,0.1,Belinda Reynell,United Kingdom,"$1,001",Paintings
Ordinary Days II,61,91.4,1.8,Peggy Lee,United States,"$2,810",Paintings
"Advento I,  Serie: Tiempos",50,70,0.1,José Gislero,Switzerland,$920,Paintings
"""background radiation 006""",180.3,121.9,2.5,Dorota Jedrusik,Poland,"$5,187",Paintings
“Mon très cher David”,150,200,3,Mantovani Brice,France,"$8,000",Paintings
Bitcoin Marilyn #4,100,100,0.1,Campbell La Pun,Japan,"$8,910",Paintings
FS Quartet,99.5,124.5,0.1,Hikaru O,Japan,"$2,970",Paintings
Telephone Box,45.7,61,0.5,Jill Ann Harper,United Kingdom,"$1,015",Paintings
Knightly transformation,81,100,0.1,Alessandra B-B,Spain,"$1,710",Paintings
Where do we go from here?,101.6,76.2,2,Ashley Cunningham,United States,"$1,770",Paintings
"Materia No. 1, Series V",150,190,4,Mario Henrique,Portugal,"$10,000",Paintings
Early morning,40.6,20.3,0.8,Andrey Pingachev,Canada,"$1,110",Paintings
UNTITLED Portrait work,15.8,22.6,2.5,Tomoya Nakano,Japan,$723,Paintings
Dreams and Women.,50,60,0.1,Julia Pochynok,Hungary,$490,Paintings
"'Wake up in the morning with a head like ""What ya done?""'",182.9,91.4,3.8,Philip Leister,,"$1,500",Paintings
Last Black Friday,100,81,3.6,Jesus Manuel Moreno,Spain,"$1,150",Paintings
We Reap What We Sow 2,45.7,61,1.3,Kat Crosby,United States,$515,Paintings
"sun,cradle",91,116,2.5,Naomi Yuki,Japan,"$4,590",Paintings
"Narek Jaghacpanyan/John Lennon (35x45cm, acrylic/canvas, ready to hang)",35,45,2,Narinart Armgallery,Armenia,$460,Paintings
It's Never Too Late to Save a World,182.9,121.9,5.1,Jason Wright,United States,"$8,000",Paintings
All Ways,91.4,121.9,3.8,Kerry Campbell,United States,"$3,210",Paintings
Dreaming (42),92,60,2.5,hyeryeon Jung,South Korea,"$2,470",Paintings
‘Breathing Deeply’,76.2,101.6,2.5,Candyss Crosby,Australia,$990,Paintings
Lightness IV,40,40,1,Cristina Cañamero,Spain,$580,Paintings
Untitled (Arabic Night),68.6,68.6,3.8,Yeachin Tsai,United States,"$2,000",Paintings
(we got to) Get away,41,27,2,Delphine Rocher,France,$470,Paintings
#PAPER 08.07.2022,55.1,74.8,0,Stephane Villafane,Spain,"$9,500",Paintings
Jupiter,35.8,35.8,0.1,Kaoru Shibuta,Japan,$860,Paintings
River Ouse,23.6,15.7,0.8,Koen Lybaert,Belgium,"$1,360",Paintings
Pink Fuschia Dream 48x48   a commissioned piece,48,48,1.5,Robert Erod,United States,"$2,510",Paintings
Underwater 6,19.7,25.6,0,Wilfrid Moizan,Saint Martin,"$1,258",Paintings
Routes and reflections 5.,31.5,31.5,0.8,Eleni Pappa Tsantilis,France,"$1,680",Paintings
Never Follow Suit,19.7,23.6,0.8,Davide Cambria,Italy,$880,Paintings
Romantic Me,23,32,1.2,János Huszti,Hungary,"$2,610",Paintings
True Romance,59,59,1.5,Cat Tesla,United States,"$10,000",Paintings
Mediterranean street / 70 x 40 cm,15.7,27.6,0,Alexandra Djokic,Serbia,"$1,010",Paintings
LET´S DANCE,49.2,65,2,Daniel Bautista,Spain,"$3,540",Paintings
Opening soon,35.4,35.4,1,Joanna Smielowska,Poland,"$2,620",Paintings
Sunny Days,27,23,2,Michael Cutlip,United States,"$2,570",Paintings
Venus,24,36,1,Dane Shue,United States,"$1,300",Paintings
And Then The Day Came,42,56,1.5,Bridget Griggs,Canada,"$6,050",Paintings
Summer games,25.6,22.4,0,Roxana Daniela Ajder,Romania,"$1,760",Paintings
SEA URCHIN,17.7,23.2,0,HARI BEIERL,Germany,"$1,360",Paintings
Playground,78.7,51.2,0.8,Francesco D'Adamo,Italy,"$5,450",Paintings
How Can I Tell What You Already Know?,11,14,1.5,Jason Wright,United States,$545,Paintings
Descend,9.1,12,0.2,Melinda Matyas,United Kingdom,"$1,140",Paintings
Blumen für die Königin,47.2,47.2,1.6,Christiane Lohrig,Germany,"$2,170",Paintings
Sonnengeflecht. A Gut Feeling,68.5,46.9,0.8,Christian Kabuß,Germany,"$10,300",Paintings
ST-21-1,22,29.9,0.1,jesús perea,Spain,$990,Paintings
Seated Woman in Pink II,30,40,1.5,Heidi Lanino,United States,"$3,910",Paintings
Surrender - Diptych,78.7,39.4,0.7,juan jose garay,Spain,"$6,550",Paintings
Untitled mms2,59.1,63,55.1,Pava Wülfert,Colombia,"$8,410",Paintings
Growing 724,30,42,0.8,Elke Albrecht,Germany,"$3,070",Paintings
the unability of mirroring,39.4,39.4,0.8,Leo Wijnhoven,Netherlands,"$5,250",Paintings
Esperanza ll Cotento ll Felicidad,34.3,50.1,0.1,Rodrigue Semabia,United States,"$2,483",Paintings
20.01.2021,23.6,31.5,0.8,Stephane Villafane,Spain,"$3,600",Paintings
Soaring,16,12,0.1,Amy Bernays,United States,"$1,300",Paintings
"""Moving forward""",36,36,1.5,Brad Nuorala,United States,"$2,570",Paintings
Daydream,15.7,19.7,0.6,János Huszti,Hungary,$580,Paintings
Dama-díptic,9.4,15,0.8,Ximo Gascón,Spain,$760,Paintings
"Hedges: The Lawn V, The House",16,20,1,Ken Vrana,United States,"$2,170",Paintings
Birthday Cake,40,30,1.5,Young Shin,United States,"$3,110",Paintings
Ripples | Path Finder Mono,47.2,47.2,1.5,Yuliya Martynova,United Kingdom,"$4,750",Paintings
In the Garden IV,24,30,1.5,Aldo Cherres,United States,"$3,010",Paintings
Balancing 02,48,36,0.1,Yeachin Tsai,United States,"$2,800",Paintings
Secret Message or Heart`s on Fire,35.4,35.4,1.2,Sabina Sinko,,"$2,410",Paintings
Handbags at Dawn,17.7,25.6,0.5,Elysia Byrd,United Kingdom,"$1,040",Paintings
Touch 06,12,16,1.5,Claire Desjardins,Canada,$750,Paintings
the lilies yellow,39.4,53.1,0.8,Dalma Dobisz,Austria,"$3,470",Paintings
Where time stands still 2,14.2,20.1,0,Luca Brandi,Italy,"$1,040",Paintings
Vibrant Summer Impressions XL 1,61,41.3,1.5,Peter Nottrott,Germany,"$3,090",Paintings
No risk No magic,12,10,0.6,Valerie Lariviere,Canada,$300,Paintings
I want to go back to sleep,48,24,1,Adrian Sibley,United States,"$2,170",Paintings
l'étranger 36,35.8,43.7,1.6,Fedora Akimova,Georgia,"$5,440",Paintings
Spraychart!,47.2,23.6,0.8,Astrid Stoeppel,Germany,"$2,200",Paintings
Rome Sky and Buildings,8.9,13,0.1,maximilian damico,Czech Republic,$390,Paintings
Don Quijote y su IPhone,38.6,51.2,0.8,willy L'Eplattenier,Spain,"$14,000",Paintings
Fragments,55.1,70.9,0.8,Milan Terzic,Serbia,"$15,100",Paintings
Nora,9.8,12.6,0,Maria Iciak,Poland,$290,Paintings
7/12/2019/2040,48,24,3,Murray Taylor,United States,"$5,550",Paintings
Young Man with Bow Tie,40.2,40.2,1.6,Tony Belobrajdic,Australia,"$2,450",Paintings
Day Dreamer A,39.4,39.4,1.8,Karin Vermeer,Netherlands,"$2,120",Paintings
Abstract 191003,35.4,35.4,0.8,Natascha Moeller,Germany,"$1,410",Paintings
A Spring Collection Waits,11,14,2,Lynn Stein,United States,$345,Paintings
mirror series UNTITLED Portrait,10.6,15.3,0.1,Tomoya Nakano,Japan,"$1,028",Paintings
Untitled,62,44,1,Jay chung,United States,"$4,850",Paintings
"""Offering""",12,18,1,karen clark,United States,$765,Paintings
Heading to the west coast,70,84,1,Nestor Toro,United States,"$20,750",Paintings
Immanence,39.4,39.4,0.8,Marie-José Domenjoz,France,"$1,510",Paintings
Full-Hearted II,12.6,16.5,1.2,Daniela Schweinsberg,Germany,$810,Paintings
The feast,51.2,51.2,1,Adrian Caicedo,France,"$5,950",Paintings
"""Marcel Duchamp #6 (Paintings)""",11.8,11.8,1.6,Davis Lisboa,Spain,$650,Paintings
Flowers with morning light,13,16.1,0.1,Yuanyuan Liu,Sweden,"$1,360",Paintings
broken art,11.8,13.8,0.8,Sarah Stokes,United Kingdom,$565,Paintings
#503_Golfers with Blues and Greens,60,48,2.3,Heather Blanton,United States,"$6,800",Paintings
Reflected on the faded tapestries now,23.6,31.5,0.6,Ben Moebius,Luxembourg,"$2,010",Paintings
"MENINE,2010",19.7,19.7,1,Hanna Sidorowicz,France,"$1,380",Paintings
Monument Valley Bedlington Terrier,22.8,16.5,0,Andy Shaw,United Kingdom,$390,Paintings
Homeland II (Framed),15.7,11.8,0.8,Tanja Vetter,Germany,$790,Paintings
Orage,31.5,39.4,1,Emilie Lagarde,France,"$4,950",Paintings
Essential,32,51,1,Norbert Waysberg,United States,"$4,850",Paintings
And then there were three,18.1,18.1,1.5,Bronwyn Woodley Graham,Australia,"$1,350",Paintings
"""REBOOT (YOLO)""",48,48,2,Chuck Hipsher,United States,"$5,150",Paintings
Hazy Sea sailing ships...,11.8,15.7,0.1,Konrad Biro,Hungary,$460,Paintings
Embroidered Jacket Oil Sketch,17.2,17.2,0.5,Anna Hymas,United Kingdom,"$1,200",Paintings
North Virginia Cul-de-Sac,40,30,0.8,Toni Silber-Delerive,United States,"$3,110",Paintings
The Garden,24,36,2,Andrea Deschambeault,United States,"$3,210",Paintings
Traces,49.6,33.9,0.4,David Antonides,Canada,"$3,970",Paintings
A single Thought In (in exhibition),36,36,1.5,Hilma Koelman,United States,"$2,400",Paintings
2015-3,60,48,1.5,Chloe Moon,United States,"$7,045",Paintings
Voyage,20,16,1.5,Ian McLean,Canada,"$1,110",Paintings
orsatis,23.6,31.5,0.8,Angela Lindenlauf,Germany,"$1,010",Paintings
Cherry Blossom,18,24,1.5,Madison Bloch,United States,$980,Paintings
"Gorgeous Dapple Horse, Large Grey Rustic Horse Canvas Art Art 40 x 60 x 1.5 inches, Irena Orlov's One-of-a-Kind Hand Embellished Textured Canvas",60,40,1.5,Irena Orlov,United States,"$12,750",Paintings
PRIMITIVE-13.2.16,31.5,31.5,0.8,Matteo Cassina,Italy,"$1,810",Paintings
abstract informal no 2014-1648-29-40x40,15.7,15.7,1.3,Robert H N Rich Niesse,Germany,$950,Paintings
paravent PARA MI  180X120 CM,15.7,70.9,2,DOMINAULT EVELYNE,France,"$6,250",Paintings
Landscape deconstructed,35.4,35.4,1.2,Freek van Ginkel,Netherlands,"$2,010",Paintings
Abstract No65,78.7,47.2,0.8,Claus Dalton Rosenkilde,Denmark,"$5,900",Paintings
Precipice,11.8,11.8,0.8,Elysia Byrd,United Kingdom,$490,Paintings
Garde Champetre,20,24,1,Maurice Sapiro,United States,"$4,450",Paintings
not knowing,37.8,47.2,1.2,yossi kotler,Israel,"$3,175",Paintings
21,78.7,82.7,0.4,Maia S Oprea,Romania,"$2,950",Paintings
View From the Window (darkness on a tin ceiling),36,36,1.5,Anna Bergin,United States,"$2,170",Paintings
TIME TRAVELLER,39.4,31.5,0.8,Goce Trajkovski,Slovenia,"$19,000",Paintings
Secret Mechanisms 5,66,84,2.5,Brigitta Kocsis,Canada,"$10,500",Paintings
Octoprince,55.9,55.9,0.4,Mary Hayes,Canada,$860,Paintings
Warning Bump,127,157.5,5.1,Matthew Dibble,United States,"$6,300",Paintings
with fully weight of the past,140,120,3,Rudolf Janák,Czech Republic,"$3,650",Paintings
Dog,100,70,2,Evangelos Papapostolou,Greece,"$1,160",Paintings
Entirely in Medical Hands,100.1,80,2,franz PETTO,Austria,"$1,500",Paintings
ocre et crayon,70,70,2,DOMINAULT EVELYNE,France,"$1,610",Paintings
In A Floating World,83.8,116.8,6.3,Julia Pinkham,United States,"$3,150",Paintings
Zebra Code,84.1,59.4,2,Cherie Roe Dirksen,South Africa,"$1,700",Paintings
"""Stand tall II"" ",30.5,30.5,2.5,Ieva Baklane,Canada,"$1,088",Paintings
Three women in whites,90,90,0.3,Marco Ortolan,Argentina,"$5,450",Paintings
Sortilegio (C),170,170,5,Marcela Ramirez-Aza,Colombia,"$6,550",Paintings
Reclining,165.1,177.8,7.6,James Gwynne,United States,"$9,600",Paintings
Mecca,150,130,1,Marek Hospodarsky,Czech Republic,"$2,060",Paintings
Event 2,91.4,61,2,HyunRyoung Kim,Canada,"$3,610",Paintings
TWO BROTHERS,80,80,3,NATHALIE LETULLE,France,"$2,610",Paintings
Walking on Sunshine,152.4,91.4,3.8,Pierre Bellemare,Canada,"$4,050",Paintings
"""In the garden""",61,61,2.5,Ieva Baklane,Canada,"$2,560",Paintings
The last outsider 2,76,112,0.1,Luca Brandi,Italy,"$2,510",Paintings
"Season, Harvest 1-II",30.5,30.5,2,Hyeran Lee,Canada,$500,Paintings
A Quiet Morning Coffee and Meditation Disrupted by Crows,101.6,76.2,3.8,Steven Page Prewitt,United States,"$1,785",Paintings
Meet Again,12.7,12.7,1.9,Josh M G Yates,United States,$225,Paintings
"""Mike-Neko""",38,38,0.1,Endre Penovác,Serbia,$890,Paintings
Music To Your Eyes,170.2,147.3,1,Pierre Bellemare,Canada,"$7,200",Paintings
Summer Feelings S 1,100.1,70.1,3.8,Peter Nottrott,Germany,"$1,140",Paintings
By the pond,75,51,2,Lilia Orlova-Holmes,United Kingdom,"$2,340",Paintings
"Eiffel Tower, Paris at night",23,31,0.1,Eugenia Gorbacheva,Turkey,$199,Paintings
SHADE,100,150,3.5,STACY GIBBONI,Italy,"$4,950",Paintings
Miasto,76,102,4,Melanie Crawford,Australia,"$2,650",Paintings
Field of flowers,80,100,5,Hanna Ilczyszyn,Belgium,"$2,370",Paintings
Passage,100,75,5,Slav Nedev,Bulgaria,"$3,700",Paintings
image-face(model),59.9,71.9,3.8,GyoBeom An,South Korea,"$2,010",Paintings
La mouche : la passionnée,27.9,35.6,2.5,B A H M A N,,$980,Paintings
She Lifts Me Up (quadriptych),243.8,121.9,3.8,Claire Desjardins,Canada,"$8,750",Paintings
"""Citrous""",80,73.7,3.8,Todd Schulz,Canada,"$1,780",Paintings
Swimmers 557 at The Party Island,46,38,4,Ruben Abstract,Spain,"$1,130",Paintings
Orbital Reconnaissance Satellite - 11 Comae Berenices b.,60.2,72.9,2.5,Jim Harris,Japan,$740,Paintings
Abstract nude N°21,26,36,0.1,Aurélie Tbd,France,$960,Paintings
Musical suite for solo instrument,61,45,1,Van Hovak,United States,"$1,480",Paintings
La vie en rose,100,120,2,juliana tekova,Bulgaria,"$3,470",Paintings
From Dusk Till Dawn I,45.7,121.9,3.8,Paresh Nrshinga,United Kingdom,"$1,440",Paintings
Taylor Moon,109.2,142.2,2.5,Brandi Hofer,Canada,"$4,324",Paintings
Flying home No.2  XXL,200,100,2.4,Beate Garding Schubert,Germany,"$4,850",Paintings
Dry Bed,120.1,124,3.2,Matt Coombs,United States,"$5,700",Paintings
MOOD INDIGO 3,61,50.8,3.8,Terri Dilling,United States,"$1,030",Paintings
Here with me 3,76,112,0.1,Luca Brandi,Italy,"$2,410",Paintings
Rainbow Body Glycine,101.6,76.2,3.8,Daniel Marcoux,Canada,"$1,800",Paintings
I am a celebrity,100.1,130,2.5,Tommy Lennartsson,Sweden,"$3,700",Paintings
You make the day shine,81,100,3.8,Caspar Jansen,Spain,"$1,610",Paintings
"Korenmarkt, Ghent, Februari 2022",80,80,4,Hilde Goossens,Belgium,"$2,585",Paintings
Méandres,100,81,2.5,Fanou MONTEL,France,"$2,810",Paintings
Abstract 973,91.4,121.9,0.3,jingshen you,China,$606,Paintings
Serenity,152,61,3.8,Guzaliya Xavier,Australia,"$1,090",Paintings
Sakura Moon,68.6,96.5,3.8,Yeachin Tsai,United States,"$2,400",Paintings
The Sun in the grass - XXL,100,120,4,Ivana Olbricht,Slovakia,"$4,070",Paintings
Night Life,127,30.5,4.3,Julia Pinkham,United States,"$1,270",Paintings
The Emotional Creation #354,200,100,4,Carla Sa Fernandes,Portugal,"$7,200",Paintings
The first rays of spring,92,73,3,Kuba Zeligowski,Poland,"$1,060",Paintings
Meditation,45,61,1,Van Hovak,United States,"$1,350",Paintings
SACRE COEUR DE MONTMARTRE,83,103,3.5,ALLA GRANDE,Germany,"$3,470",Paintings
Good Natured,127,86.4,3.8,Michelle Louis,United States,"$2,890",Paintings
Screen 2022.3,121.9,152.4,2.5,Melisa Taylor,Canada,"$8,000",Paintings
Rio Grande,180,100,4,muriel napoli,France,"$8,500",Paintings
Green Cactus,30.5,40.6,3.8,Michael Stiegler,Australia,$320,Paintings
Through the Prism,91,102,4,Nina Pery,United States,"$4,900",Paintings
Mothersday,124,124,3,Max de Winter,Netherlands,"$3,950",Paintings
Spring,60,50,2,Tigran Avetyan,Armenia,"$1,260",Paintings
Jetset,55.9,71.1,0.5,Dean Russo,United States,$615,Paintings
Concerto,33,25,3,Kaoru Shibuta,Japan,$400,Paintings
Séoul,75,125,0.1,STARCK Emily,France,"$2,410",Paintings
The wave,140,100,3,Miri Baruch,Israel,"$2,300",Paintings
Goldberg Variations,78,111,0.3,Kaoru Shibuta,Japan,"$2,010",Paintings
They All Said It Wouldn't Work - Diptych,81.3,50.8,1.9,Preston M Smith PMS,United States,$705,Paintings
Landscape no.18,120,80,4,Igors Bernats,Latvia,"$1,750",Paintings
Twilight Glow - Colorful Abstract Landscape,61,30.5,3.8,Suzanne Vaughan,United States,$500,Paintings
West,35.8,35.8,1.8,LANI BUCKLAND,Australia,$350,Paintings
#PAPER 20.01.2022,80,120,0.1,Stephane Villafane,Spain,"$3,600",Paintings
well of the moon,99.8,72.9,3,Woori Bai,South Korea,"$2,524",Paintings
Snow regatta,21,29.7,0.1,Igor Pose,Belgium,$550,Paintings
LICHT,100,120,15.2,Sophia Novosel,Germany,"$2,290",Paintings
"Black Sands, Blue Clouds",50,20,1.8,Sandy Dooley,United Kingdom,$695,Paintings
Rowboats,44.5,53.3,2,Vahe Yeremyan,United States,$650,Paintings
Back to Earth,35.6,35.6,3.8,Claire Desjardins,Canada,$880,Paintings
Titan,120,120,4,Igor Skaletsky,Israel,"$7,700",Paintings
Still the water,38,59,0.1,Marco Ortolan,Argentina,"$1,760",Paintings
Infernal Shallows,100,80,1.5,vanessa van meerhaeghe,Belgium,"$1,470",Paintings
after rothko- sailor abstract minimal,80,100,2,ANDREA PALLANG,Slovakia,"$3,270",Paintings
UNTITLED Portrait work,37.9,45.5,2.5,Tomoya Nakano,Japan,"$1,303",Paintings
Autumn,100,85,3,Artem Brazhnik,Poland,"$4,000",Paintings
Grand Automne,100,100,3,Wilfrid Moizan,Saint Martin,"$3,770",Paintings
Underwater Daylight XXL 3,200.2,100.1,3.8,Peter Nottrott,Germany,"$3,790",Paintings
Composition No 214,75,75,3,Eleni Pratsi,France,"$1,070",Paintings
Berry Kiss,91.4,61,3.8,Lisa Carney,Canada,"$1,330",Paintings
Holi I [Abstract N°2723],100,100,4,Koen Lybaert,Belgium,"$3,920",Paintings
WORKSHOP 2,125,165,5,Daniel Bautista,Spain,"$3,142",Paintings
Only Joy,152.4,91.4,3.8,Stephanie Rivet,Canada,"$3,460",Paintings
Species Plantarum: A Natural Drug,61,77.3,2,Joshua Benmore,United Kingdom,"$2,040",Paintings
Road Trip to Broken Hill #7,20,10,0.1,Joanna Cole,Australia,$320,Paintings
LES JEUDIS DE TRISTAN,100,80,2,jean-humbert savoldelli,France,"$3,260",Paintings
Blue room,53.3,53.3,1.9,Hunjung Kim,South Korea,"$2,970",Paintings
closeup make up oil painting in blue tones by RKHercules,70,100,3,RK Hercules,Netherlands,"$3,070",Paintings
A new religion,51.2,98.4,2,Fernando Gomez Balbontin,Chile,"$5,950",Paintings
What We Become,64,48,2,Galen Cheney,United States,"$5,450",Paintings
FRAMED,60,48,1.5,Jason Forcier,United States,"$2,410",Paintings
"EIN GEMACHTER MANN WIE LILO WANDERS, 2015, mixed media on canvas, 150x200cm",78.7,59.1,1.6,Marc Jung,Germany,"$14,700",Paintings
Psychedelic Bay,48,36,2,Stephen M D Day,United States,"$2,810",Paintings
Late Day,68,32,1.5,Larry Graeber,United States,"$8,000",Paintings
SABLE BLEU,51.2,38.6,1.6,Robert Gheyssens,France,"$3,650",Paintings
Tula Teaches Archery,30,30,2,Dianna Cates Dunn,United States,"$2,910",Paintings
Dark Portraits 01,39.4,39.4,1.6,Sahin Karakoc,Turkey,"$2,100",Paintings
FACT 13,40,60,1.5,HyunRyoung Kim,Canada,"$9,800",Paintings
Matsuda (hibakusha serie),59.1,59.1,0.4,Wilfrid Moizan,Saint Martin,"$7,050",Paintings
Proxy,36,36,2,Andrea Deschambeault,United States,"$3,710",Paintings
all wrapped up with moo,19.7,15.7,0.2,Sarah Stokes,United Kingdom,$610,Paintings
Hidden Face,11.8,9.4,0.8,Anica Govedarica,Portugal,$580,Paintings
VESTIGES,27.6,35.4,1.2,Jennifer Gabbay,Australia,"$2,500",Paintings
"Sing a song, waiting for the sunset",19.7,23.6,0.8,Chenyang Liu,China,"$1,360",Paintings
Kortinue,78.7,78.7,1,Juan de la Rica,Spain,"$13,000",Paintings
New Ararat,28.3,28.3,1,Elizabeth Barsham,Australia,"$3,400",Paintings
"""Ready Rooster""",13.8,17.7,0,Endre Penovác,Serbia,$890,Paintings
Sun Spirit,20,20,0.9,Kerri McCabe,United States,$270,Paintings
Exotic beauty,61,55.1,2,Bernard Simunovic,Germany,"$16,900",Paintings
Untitled - Mobile 2022,30,38,0.1,Mary Ann Wakeley,United States,"$1,065",Paintings
Widen,17.7,17.7,14.6,Carolina Alotus,Cyprus,$370,Paintings
Peace XIV,9.4,7.1,0.8,Julita Malinowska,Poland,"$1,399",Paintings
Flower Power,47.2,35.4,1.6,Amber Gittins,Australia,"$1,200",Paintings
Missed Me?,30,24,1,Victor Tkachenko,Canada,"$2,760",Paintings
Ciao Padrone,11,8.7,0.4,Fabio Coruzzi,United States,$375,Paintings
HAPPY BLOCKS 2,49.2,65,2,Daniel Bautista,Spain,"$3,540",Paintings
Red Planet,11.7,8.3,0.1,Daniel A du Preez,South Africa,$229,Paintings
Sérénité… « SERENITY… » (2022),39.4,39.4,0.8,Olivier Messas,Germany,"$2,970",Paintings
"''Summer Longing""",30,30,0.5,Magdalena Krzak,United States,"$2,120",Paintings
Boxed Fuji San,21.3,27.4,0,Adam Norgaard,Japan,$990,Paintings
Composition No. 371,45,31,0.1,Sumit Mehndiratta,India,"$1,140",Paintings
Landscape Painting (214),48,36,0.1,Agostino Veroni,Italy,$609,Paintings
[432] The Life & Times of…COMPLICATED,16.5,23.2,0.4,Ralph Lazar,United States,"$2,240",Paintings
Splash,63,47.2,0.8,Marta Zawadzka,Poland,"$4,300",Paintings
Freedom,29.5,39.4,0.8,Konrad Biro,Hungary,"$1,568",Paintings
#PAPER 18.04.2022,29.5,29.5,0,Stephane Villafane,Spain,"$2,500",Paintings
The Battle Drummer III,23.6,31.5,0.8,Oliver Szax,Hungary,"$1,149",Paintings
Farm,12.5,9.5,0.8,Vahe Yeremyan,United States,$270,Paintings
image-face(Superman),16.1,20.9,1,GyoBeom An,South Korea,"$1,360",Paintings
Hoboken Moon,38,38,1.5,Yeachin Tsai,United States,"$2,800",Paintings
Butterfly No.5,39.4,39.4,1.5,Beate Garding Schubert,Germany,"$1,890",Paintings
Raining with sunshine,60,40,0.1,Andrada Anghel,Canada,"$3,460",Paintings
L'avion de la mort 2,19.7,35.4,2,Chris Stevens,France,"$2,960",Paintings
Indigo Mountain,62,30,0.1,Yeachin Tsai,United States,"$2,000",Paintings
Going up,50.4,23.6,0.8,Gisela Gaffoglio,Argentina,"$1,660",Paintings
A Forest Song (Faces of Green) 6,24,36,0.7,Nestor Toro,United States,"$2,070",Paintings
The Long Road,48,24,0.9,Michael Wallace,United States,$700,Paintings
Blue memory,11.8,16.5,0.4,Vorona Ecaterina,Moldova,$580,Paintings
Summer Field 211213,24,36,1.5,Don Bishop,United States,"$1,700",Paintings
Canyon View,14.5,8.5,0.8,Vahe Yeremyan,United States,$260,Paintings
Vincent'sYouth/ pink/orange,23.6,23.6,1.2,Catherine Denvir,United Kingdom,"$1,100",Paintings
Pinkish Cat,35.4,27.6,1.2,Catherine Denvir,United Kingdom,"$1,510",Paintings
"You become an absence VIII --EXHIBITION, Annecy",35,45.7,0.8,Cécile Duchêne Malissin,France,"$3,310",Paintings
"""Newport beach surfers house""",30,24,1,Ieva Baklane,Canada,"$2,620",Paintings
Oct-17,20,20,0.8,Serguei Borodouline,Canada,$620,Paintings
Untitled (green lack),23.5,31.5,0.7,Antoine Puisais,France,"$3,110",Paintings
winter stream-(115-150 cm) abstract landscape,59.1,45.3,1.6,Hai Linh Le,Vietnam,"$6,338",Paintings
23.09.2021,21.7,18.1,0.8,Stephane Villafane,Spain,"$2,600",Paintings
Concerto,39.4,30.7,0.1,Kaoru Shibuta,Japan,$780,Paintings
Suggestion-54,39.4,39.4,1.5,Ira Ivanova,Norway,"$2,640",Paintings
